subj_no,stim_cond,percept_acc,d-prime,c,beta,conf,c_conf,ic_conf,percept_rt,conf_rt,threshold
12,11.0,0.6,0.5326879238064826,0.3164975453679749,1.1836399812487286,2.69,2.85,2.45,916.91,725.52,3.4316263825448186
12,12.0,0.76,1.4621566823242615,0.2633795420476224,1.4697644610769138,2.79,2.9210526315789473,2.375,847.07,741.04,3.4316263825448186
12,13.0,0.61,0.5634323449381822,0.13074695697231367,1.076448358022358,2.7,2.721311475409836,2.6666666666666665,865.85,725.35,3.4316263825448186
12,14.0,0.72,1.200080026824108,-0.24158122016086025,0.7483258278144186,2.36,2.4027777777777777,2.25,838.86,708.64,3.4316263825448186
12,15.0,0.6,0.5094280087479712,0.1037447888772082,1.0542720209518794,2.38,2.5166666666666666,2.175,886.14,735.32,3.4316263825448186
13,0.0,0.91,2.8310054120671255,0.3351833652186069,2.5828822355912258,3.03,3.087912087912088,2.4444444444444446,679.48,529.4,3.8891151861799775
13,1.0,0.83,1.9219405743878701,0.11934905362102077,1.2578221696018101,2.58,2.7349397590361444,1.8235294117647058,755.71,500.48,3.8891151861799775
13,2.0,0.89,2.4565383576106905,-0.053282386739255116,0.8773140746699368,2.7,2.764044943820225,2.1818181818181817,643.9,609.63,3.8891151861799775
13,3.0,0.76,1.4126051256801748,-0.0,1.0,2.61,2.75,2.1666666666666665,718.69,495.15,3.8891151861799775
13,4.0,0.95,3.305459665849023,-0.09795623832765787,0.7234018552729179,2.62,2.6736842105263157,1.6,669.45,610.96,3.8891151861799775
13,5.0,0.8,1.6875583020314986,-0.07158593682706449,0.8862063613574368,2.18,2.2625,1.85,781.97,492.91,3.8891151861799775
13,6.0,0.85,2.1772647744983176,-0.31643917306047403,0.5020920222795912,2.37,2.4705882352941178,1.8,704.26,549.04,3.8891151861799775
13,7.0,0.72,1.1677459181009575,0.059472446342438146,1.071917077368703,2.15,2.2083333333333335,2.0,771.32,485.73,3.8891151861799775
13,8.0,0.9,2.6350929354118096,0.23722712689094883,1.868461801178153,2.9,2.966666666666667,2.3,660.58,568.68,3.8891151861799775
13,9.0,0.72,1.1740013619545957,0.1193018818627895,1.1503434751111612,2.26,2.388888888888889,1.9285714285714286,829.82,550.84,3.8891151861799775
13,10.0,0.78,1.558710493235731,0.13600984122494852,1.2361478439155869,2.12,2.3461538461538463,1.3181818181818181,723.33,451.28,3.8891151861799775
13,11.0,0.69,1.0018041986441109,0.1424433060708616,1.153384083064525,1.88,1.9855072463768115,1.6451612903225807,760.01,487.55,3.8891151861799775
13,12.0,0.83,1.9471800062547748,0.20139678893870266,1.4801683047636456,2.39,2.4939759036144578,1.8823529411764706,675.35,577.23,3.8891151861799775
13,13.0,0.7,1.1172585669846646,0.35673580435048163,1.4896871531169702,1.89,2.0285714285714285,1.5666666666666667,822.9,500.71,3.8891151861799775
13,14.0,0.71,1.2312885563117333,0.4646750626590892,1.7720712976287136,1.68,1.732394366197183,1.5517241379310345,672.12,419.85,3.8891151861799775
13,15.0,0.62,0.6143566085832555,0.105284825149777,1.0668201784872882,1.62,1.8225806451612903,1.2894736842105263,752.33,434.76,3.8891151861799775
14,0.0,0.99,4.380096784672663,0.13629948170450912,1.8166695761686236,3.34,3.3636363636363638,1.0,802.34,409.28,2.336524816992827
14,1.0,0.82,2.6848066672920345,0.9839445403948235,14.037058418542161,2.93,3.0121951219512195,2.5555555555555554,1097.13,440.03,2.336524816992827
14,2.0,0.92,3.320805757250594,0.6659449954155439,9.129162636457101,3.09,3.217391304347826,1.625,1061.13,468.14,2.336524816992827
14,3.0,0.73,1.6049271780615872,0.7523100055660599,3.3447861967092307,2.67,2.780821917808219,2.3703703703703702,1079.98,385.78,2.336524816992827
14,4.0,0.93,2.9598451549064864,-0.07485101714361031,0.8012779243014121,2.87,2.935483870967742,2.0,977.47,595.23,2.336524816992827
14,5.0,0.87,2.2553061328810458,0.04733372562556715,1.1126583273991288,2.57,2.67816091954023,1.8461538461538463,1317.69,517.7,2.336524816992827
14,6.0,0.79,1.63780328860267,-0.1755562389084181,0.7501166243411947,2.55,2.7468354430379747,1.8095238095238095,1212.17,377.07,2.336524816992827
14,7.0,0.81,1.766651097398438,-0.11113233451053417,0.8217393220184083,2.31,2.4074074074074074,1.894736842105263,1338.61,548.21,2.336524816992827
14,8.0,0.95,3.607899439585441,0.5223981542481202,6.584773958984664,3.15,3.231578947368421,1.6,922.45,394.8,2.336524816992827
14,9.0,0.79,1.7492503646591087,0.406926383215046,2.0376885958473823,2.45,2.721518987341772,1.4285714285714286,1165.61,303.71,2.336524816992827
14,10.0,0.9,2.745143954461923,0.37811409402120827,2.8235010423472056,2.7,2.8333333333333335,1.5,1076.75,383.82,2.336524816992827
14,11.0,0.76,1.4621566823242615,0.2633795420476224,1.4697644610769138,2.51,2.6710526315789473,2.0,1244.71,294.33,2.336524816992827
14,12.0,0.9,2.745143954461923,0.37811409402120827,2.8235010423472056,2.52,2.577777777777778,2.0,1056.3,382.1,2.336524816992827
14,13.0,0.74,1.483445044686451,0.5398290432013748,2.227337039281536,2.42,2.5675675675675675,2.0,1196.57,337.3,2.336524816992827
14,14.0,0.78,1.5443864283773696,-0.0,1.0,2.5,2.6153846153846154,2.090909090909091,1221.52,334.62,2.336524816992827
14,15.0,0.61,0.5588278912351972,-0.02606684248179883,0.985538705064416,1.89,1.9344262295081966,1.8205128205128205,1477.87,407.2,2.336524816992827
15,0.0,0.94,3.501334666106931,0.5756805409873753,7.505606200905859,3.31,3.425531914893617,1.5,457.1,437.14,3.4414105338729986
15,1.0,0.77,1.6400103587957942,0.4615463861467033,2.1317449172859075,2.91,3.168831168831169,2.0434782608695654,523.66,408.12,3.4414105338729986
15,2.0,0.89,2.8953701442047373,0.6060638385294543,5.782170571320182,3.35,3.5280898876404496,1.9090909090909092,466.23,354.67,3.4414105338729986
15,3.0,0.8,1.805952078252641,0.37857552641827985,1.9811733272418173,2.79,3.075,1.65,475.47,401.43,3.4414105338729986
15,4.0,0.92,3.134068251446779,0.48671478490843356,4.596969834893791,3.45,3.5760869565217392,2.0,435.94,333.39,3.4414105338729986
15,5.0,0.79,2.3070960137676226,0.9002009037480116,7.979293842465455,3.12,3.329113924050633,2.3333333333333335,487.89,360.56,3.4414105338729986
15,6.0,0.85,2.6365904179030393,0.7354537016803033,6.952422657591631,2.98,3.223529411764706,1.6,521.77,407.86,3.4414105338729986
15,7.0,0.73,1.5055052808211027,0.6523189198990815,2.669976253860986,2.59,2.73972602739726,2.185185185185185,514.89,412.46,3.4414105338729986
15,8.0,0.87,2.5228792854408546,0.48924642853174244,3.4360057583856927,2.95,3.0919540229885056,2.0,489.54,372.22,3.4414105338729986
15,9.0,0.74,1.5560407758064103,0.6270511724064277,2.6530692909666698,2.56,2.810810810810811,1.8461538461538463,490.57,383.1,3.4414105338729986
15,10.0,0.76,1.4397656005508548,-0.19548228756738645,0.7546896505187783,2.35,2.6973684210526314,1.25,643.35,373.06,3.4414105338729986
15,11.0,0.58,0.42396679219657113,0.3124171166097553,1.1416270511898863,1.99,2.0689655172413794,1.880952380952381,650.59,424.31,3.4414105338729986
15,12.0,0.81,1.9294720730176735,0.4403355238007961,2.338746485621678,2.76,3.0,1.736842105263158,506.46,366.62,3.4414105338729986
15,13.0,0.74,1.5560407758064103,0.6270511724064277,2.6530692909666698,2.55,2.77027027027027,1.9230769230769231,523.06,420.67,3.4414105338729986
15,14.0,0.58,0.40591450861086725,0.10252353379396376,1.0424938650621425,2.06,2.2241379310344827,1.8333333333333333,716.6,442.56,3.4414105338729986
15,15.0,0.68,0.9740866933305355,0.28514986752341703,1.3201702315247088,2.08,2.1911764705882355,1.84375,589.36,442.0,3.4414105338729986
16,0.0,0.79,1.613814447761599,-0.034714009692114745,0.9455183622636555,2.61,2.810126582278481,1.8571428571428572,1674.87,616.56,2.85307182469904
16,1.0,0.68,0.9368636421494458,0.055968691633317996,1.0538340946665512,2.53,2.661764705882353,2.25,1270.78,550.12,2.85307182469904
16,2.0,0.79,1.63780328860267,0.1755562389084181,1.3331260334061659,2.48,2.6962025316455698,1.6666666666666667,1480.54,1587.69,2.85307182469904
16,3.0,0.67,0.9081960419819382,0.25220454184911834,1.257406374670033,2.21,2.343283582089552,1.9393939393939394,1138.35,490.31,2.85307182469904
16,4.0,0.78,1.6940146949860053,0.4345442180515977,2.0878279996913993,2.09,2.217948717948718,1.6363636363636365,959.58,672.08,2.85307182469904
16,5.0,0.59,0.45645000359617477,0.07725578630131,1.035892531035793,1.94,2.0677966101694913,1.7560975609756098,1344.49,978.38,2.85307182469904
16,6.0,0.68,0.9925904490696915,0.3453260090380684,1.4088408842322278,2.21,2.3823529411764706,1.84375,1587.27,518.32,2.85307182469904
16,7.0,0.63,0.669592278256359,0.13290265998632875,1.0930703758271207,1.8,1.7936507936507937,1.8108108108108107,1388.49,504.18,2.85307182469904
16,8.0,0.81,1.7866219036550433,0.18700838898743422,1.3967013584347174,2.24,2.2222222222222223,2.3157894736842106,1456.46,517.62,2.85307182469904
16,9.0,0.59,0.5044090836982366,0.45409802099096913,1.257406374670033,2.29,2.4237288135593222,2.097560975609756,1194.6,516.02,2.85307182469904
16,10.0,0.56,0.3054807880993974,-0.1527403940496987,0.9544125525894855,1.92,2.125,1.6590909090909092,1062.96,452.47,2.85307182469904
16,11.0,0.59,0.4564500035961746,-0.07725578630131007,0.96535110548591,1.55,1.5932203389830508,1.4878048780487805,1271.34,529.98,2.85307182469904
16,12.0,0.59,0.46261671290613837,0.18115477298833554,1.0874170721807417,1.84,2.0,1.6097560975609757,1865.59,479.61,2.85307182469904
16,13.0,0.49,-0.0505354949853075,0.1257014680041235,0.993667747842376,1.84,2.0,1.6862745098039216,3513.49,464.28,2.85307182469904
16,14.0,0.53,0.15656531410934305,-0.28017613619652226,0.957082327321929,1.46,1.6603773584905661,1.2340425531914894,1989.42,502.92,2.85307182469904
16,15.0,0.57,0.355634371564131,-0.12766360231733187,0.9556136637908668,1.3,1.2280701754385965,1.3953488372093024,2903.63,627.06,2.85307182469904
17,0.0,0.62,0.6109615761987948,-0.0,1.0,3.12,3.1774193548387095,3.026315789473684,453.81,372.8,6.374172866224809
17,1.0,0.56,0.3054807880993974,0.1527403940496987,1.0477649285802328,3.24,3.232142857142857,3.25,509.61,349.57,6.374172866224809
17,2.0,0.63,0.6658102325772046,-0.07955801315280259,0.9484079528891911,2.95,3.0634920634920637,2.7567567567567566,484.1,372.7,6.374172866224809
17,3.0,0.65,0.7709219226925985,0.027002168095105472,1.0210347392606094,3.12,3.1846153846153844,3.0,474.81,347.49,6.374172866224809
17,4.0,0.64,0.756456146304821,-0.3280744896876769,0.7802242004156927,2.8,2.8125,2.7777777777777777,518.48,345.84,6.374172866224809
17,5.0,0.54,0.2074895777544164,-0.2547140043739856,0.9485218047398446,2.94,2.925925925925926,2.9565217391304346,423.17,374.72,6.374172866224809
17,6.0,0.57,0.36726507860303853,-0.28406625981298916,0.9009300888381782,2.81,2.9649122807017543,2.604651162790698,567.74,398.05,6.374172866224809
17,7.0,0.45,-0.2938394333986825,-0.5593828461407462,1.1786488482557473,2.65,2.6222222222222222,2.672727272727273,398.6,372.42,6.374172866224809
17,8.0,0.58,0.4124631294414049,-0.20623156472070245,0.9184544965729968,2.94,2.9827586206896552,2.880952380952381,474.73,380.59,6.374172866224809
17,9.0,0.59,0.4626167129061386,-0.1811547729883356,0.9196103552012177,2.72,2.7966101694915255,2.6097560975609757,546.66,325.48,6.374172866224809
17,10.0,0.59,0.5361404454735169,-0.5735510108361559,0.735280004029923,2.71,2.76271186440678,2.6341463414634148,549.56,330.52,6.374172866224809
17,11.0,0.5,0.0,-0.5244005127080407,1.0,2.66,2.58,2.74,486.01,391.06,6.374172866224809
17,12.0,0.59,0.518846111052885,-0.5127701586622423,0.7664017241257373,2.82,2.8813559322033897,2.731707317073171,500.1,322.79,6.374172866224809
17,13.0,0.55,0.2773607191718188,-0.4441611476853068,0.8840931440257632,2.79,2.8545454545454545,2.7111111111111112,525.37,327.86,6.374172866224809
17,14.0,0.5,0.0,-0.643345405392917,1.0,2.36,2.32,2.4,672.72,355.37,6.374172866224809
17,15.0,0.51,0.07374385426989949,-0.8784931607078641,0.9372703870454505,2.32,2.5098039215686274,2.122448979591837,458.16,328.78,6.374172866224809
18,0.0,0.8,1.6875583020314986,-0.07158593682706449,0.8862063613574368,3.52,3.6,3.2,478.48,324.61,3.082995927078166
18,1.0,0.76,1.4397656005508548,-0.19548228756738645,0.7546896505187783,3.47,3.486842105263158,3.4166666666666665,474.55,270.2,3.082995927078166
18,2.0,0.75,1.3496479682330045,-0.03147857872358523,0.958404841660994,2.79,2.8933333333333335,2.48,541.89,298.77,3.082995927078166
18,3.0,0.64,0.756456146304821,-0.3280744896876769,0.7802242004156927,2.99,3.0625,2.861111111111111,473.7,274.94,3.082995927078166
18,4.0,0.76,1.4927824702563606,-0.33392810568677556,0.6074520587646788,2.29,2.3552631578947367,2.0833333333333335,487.88,294.21,3.082995927078166
18,5.0,0.59,0.5361404454735169,-0.5735510108361559,0.735280004029923,2.44,2.610169491525424,2.1951219512195124,449.91,288.93,3.082995927078166
18,6.0,0.62,0.7748385527155585,-0.6929000644571766,0.5845659440576495,1.8,1.9838709677419355,1.5,479.26,229.72,3.082995927078166
18,7.0,0.46,-0.2587797263016981,-0.7122313704220653,1.2023897551684053,2.0,1.9130434782608696,2.074074074074074,412.44,270.04,3.082995927078166
18,8.0,0.83,1.92194057438787,-0.11934905362102083,0.7950249440400393,3.3,3.325301204819277,3.176470588235294,427.85,321.38,3.082995927078166
18,9.0,0.68,0.9368636421494454,-0.05596869163331797,0.948915967950738,3.15,3.2058823529411766,3.03125,509.6,317.67,3.082995927078166
18,10.0,0.74,1.3093200326874226,-0.18696121722920303,0.7828673052242155,2.08,2.1216216216216215,1.9615384615384615,436.26,255.67,3.082995927078166
18,11.0,0.61,0.5745540961727743,-0.2371234646216535,0.8726329503432855,2.01,2.180327868852459,1.7435897435897436,417.62,250.11,3.082995927078166
18,12.0,0.66,0.829881300807438,-0.10945986230432164,0.913164999003466,1.87,1.9545454545454546,1.7058823529411764,530.4,346.74,3.082995927078166
18,13.0,0.62,0.6906520180761369,-0.49629522453484587,0.7098033647319706,2.13,2.129032258064516,2.1315789473684212,455.01,308.82,3.082995927078166
18,14.0,0.6,0.6678562113735509,-0.7463912351281804,0.6074520587646788,1.29,1.2166666666666666,1.4,472.72,226.7,3.082995927078166
18,15.0,0.51,0.05844099456317553,-0.5536210099896284,0.9681636341631261,1.31,1.3137254901960784,1.3061224489795917,522.5,284.03,3.082995927078166
19,0.0,0.92,3.320805757250594,0.6659449954155439,9.129162636457101,2.92,3.032608695652174,1.625,872.35,482.05,2.915597063561353
19,1.0,0.81,2.1631492006935744,0.6691114709053824,4.251993549653618,2.65,2.925925925925926,1.4736842105263157,985.86,452.93,2.915597063561353
19,2.0,0.97,3.8811214686376942,0.38578713972199363,4.469545610378887,3.0,3.0103092783505154,2.6666666666666665,855.24,436.4,2.915597063561353
19,3.0,0.79,1.8175346897510378,0.49630421543411396,2.4646507853296993,2.43,2.5949367088607596,1.8095238095238095,1044.56,433.31,2.915597063561353
19,4.0,0.9,2.6350929354118096,-0.23722712689094883,0.5351995953941648,2.8,2.9,1.9,1001.45,450.09,2.915597063561353
19,5.0,0.79,1.663160848086172,0.24873891677186982,1.512392490552913,2.21,2.367088607594937,1.619047619047619,1245.41,424.79,2.915597063561353
19,6.0,0.86,2.169444675275843,0.0902644544281685,1.2163124992296148,2.47,2.5697674418604652,1.8571428571428572,1070.16,432.61,2.915597063561353
19,7.0,0.66,0.836188610407016,0.16474720206770824,1.1476997638733226,2.05,2.287878787878788,1.588235294117647,1370.03,510.57,2.915597063561353
19,8.0,0.98,4.07703394529301,0.28783090139433576,3.2332775867750136,2.9,2.9081632653061225,2.5,949.74,515.06,2.915597063561353
19,9.0,0.75,1.3660217462809547,0.15861036043243676,1.2419282368602313,2.24,2.4,1.76,1092.62,419.18,2.915597063561353
19,10.0,0.86,2.169444675275843,0.0902644544281685,1.2163124992296148,2.25,2.395348837209302,1.3571428571428572,1140.26,486.86,2.915597063561353
19,11.0,0.68,0.9596496659758871,-0.22647772985214384,0.8046569207552496,2.0,2.25,1.46875,1084.13,416.39,2.915597063561353
19,12.0,0.82,1.9248969709375174,-0.3191030800758417,0.5410516397679461,2.45,2.6707317073170733,1.4444444444444444,1018.23,422.52,2.915597063561353
19,13.0,0.75,1.5348986686804,-0.5141022312044004,0.45425578784716697,2.26,2.3866666666666667,1.88,1122.55,459.42,2.915597063561353
19,14.0,0.68,1.1248332086013564,-0.6125701877654119,0.5020581698553283,1.85,1.9705882352941178,1.59375,1183.36,416.57,2.915597063561353
19,15.0,0.63,0.8269722376791562,-0.6668332219753778,0.5761123635313337,1.67,1.873015873015873,1.3243243243243243,1220.78,439.97,2.915597063561353
20,0.0,0.89,2.6660511590949834,-0.4176604917046776,0.3284061291132976,3.56,3.6179775280898876,3.090909090909091,552.88,220.38,2.520656927724424
20,1.0,0.83,1.9471800062547748,-0.20139678893870266,0.6755988469565836,3.23,3.325301204819277,2.764705882352941,736.68,250.97,2.520656927724424
20,2.0,0.88,2.4701386824396674,-0.31970425337701974,0.4539746846369364,3.4,3.5454545454545454,2.3333333333333335,603.44,235.67,2.520656927724424
20,3.0,0.74,1.4283338952018898,-0.46081984446514523,0.5177801211248857,3.21,3.2837837837837838,3.0,694.81,239.59,2.520656927724424
20,4.0,0.8,2.5796949771766404,-1.0365003854525205,0.06898578306205225,3.4,3.5375,2.85,560.07,246.83,2.520656927724424
20,5.0,0.72,1.7005324877874355,-0.9004198273584515,0.2162774577294767,2.93,3.0555555555555554,2.607142857142857,649.88,252.75,2.520656927724424
20,6.0,0.66,1.0240175765693127,-0.6629780037814338,0.5071740051993865,3.08,3.272727272727273,2.7058823529411766,568.66,228.76,2.520656927724424
20,7.0,0.63,0.7411875130614444,-0.4710274770421921,0.7053087108441578,2.9,2.9047619047619047,2.891891891891892,522.22,240.41,2.520656927724424
20,8.0,0.91,2.7297603866629436,-0.18989340126538168,0.5954942866359619,3.74,3.769230769230769,3.4444444444444446,599.37,239.14,2.520656927724424
20,9.0,0.84,2.1981189999897706,-0.45571409460196827,0.36724950568933495,3.39,3.4761904761904763,2.9375,567.33,250.9,2.520656927724424
20,10.0,0.87,2.396394828169768,-0.35657618051196965,0.42549702837849757,3.29,3.4597701149425286,2.1538461538461537,603.26,233.7,2.520656927724424
20,11.0,0.7,1.1807530613264257,-0.48994281015174307,0.5607380183698287,3.1,3.1857142857142855,2.9,642.36,266.94,2.520656927724424
20,12.0,0.81,1.766651097398438,-0.11113233451053417,0.8217393220184083,3.32,3.4444444444444446,2.789473684210526,527.22,227.33,2.520656927724424
20,13.0,0.66,0.8452388845347678,-0.22072596312553305,0.829803654632527,3.16,3.272727272727273,2.9411764705882355,600.98,271.9,2.520656927724424
20,14.0,0.73,1.2999386713091505,-0.3444885475551779,0.6390235410750906,2.95,2.9452054794520546,2.962962962962963,601.94,225.19,2.520656927724424
20,15.0,0.62,0.7411107800739534,-0.6239024931727765,0.6297824331768225,2.95,3.096774193548387,2.710526315789474,578.99,268.69,2.520656927724424
21,0.0,0.87,2.522879285440854,-0.4892464285317422,0.291035600728976,3.38,3.528735632183908,2.3846153846153846,636.78,197.15,2.63276317892847
21,1.0,0.7,1.4543398740853837,-0.8276036575541617,0.3001067605536582,3.11,3.3285714285714287,2.6,561.66,191.73,2.63276317892847
21,2.0,0.79,1.699387304774131,-0.3252931396790246,0.5753371674285545,3.18,3.3037974683544302,2.7142857142857144,499.35,175.11,2.63276317892847
21,3.0,0.75,1.406921012651158,-0.2909973768841742,0.6640417040560225,2.91,3.08,2.4,613.3,212.65,2.63276317892847
21,4.0,0.79,1.8175346897510376,-0.49630421543411407,0.4057369936350755,3.12,3.3797468354430378,2.142857142857143,562.19,227.94,2.63276317892847
21,5.0,0.72,1.3819852860560702,-0.5905589225165653,0.442133351815478,2.79,2.9166666666666665,2.4642857142857144,542.62,219.89,2.63276317892847
21,6.0,0.71,1.196351362351604,-0.39628220203395115,0.6224495162789377,2.96,3.140845070422535,2.5172413793103448,700.65,208.68,2.63276317892847
21,7.0,0.63,0.7220396307239512,-0.4111733988267092,0.7431305901674997,2.71,2.8412698412698414,2.4864864864864864,511.47,197.2,2.63276317892847
21,8.0,0.78,1.694014694986005,-0.4345442180515978,0.47896665824378704,3.15,3.2948717948717947,2.6363636363636362,514.01,187.95,2.63276317892847
21,9.0,0.64,0.7914676501081807,-0.44588740851882397,0.702643618563198,2.82,2.890625,2.6944444444444446,502.2,203.76,2.63276317892847
21,10.0,0.73,1.376880271207941,-0.48654665646211964,0.511751311174705,2.64,2.8493150684931505,2.074074074074074,485.4,190.4,2.63276317892847
21,11.0,0.65,0.8940241626982832,-0.5474458018606115,0.6129758289148289,2.87,2.876923076923077,2.857142857142857,518.11,207.33,2.63276317892847
21,12.0,0.82,1.8812893549061775,-0.23434211461300136,0.6434793609168218,3.02,3.158536585365854,2.388888888888889,564.59,281.92,2.63276317892847
21,13.0,0.6,0.55533334734331,-0.4286358891684324,0.7881744714807496,2.82,3.0,2.55,681.71,228.02,2.63276317892847
21,14.0,0.64,0.7914676501081807,-0.44588740851882397,0.702643618563198,2.29,2.515625,1.8888888888888888,487.89,213.1,2.63276317892847
21,15.0,0.63,0.6934989888576506,-0.29659591096409166,0.8140862467509037,2.31,2.492063492063492,2.0,505.68,194.61,2.63276317892847
22,0.0,0.89,3.0985410882295255,0.777077329926078,11.109560406618334,3.07,3.0786516853932584,3.0,1290.36,133.93,3.4688407953469502
22,1.0,0.71,1.9027796951350457,1.1023590630643,8.146158300480291,2.95,2.943661971830986,2.9655172413793105,486.23,140.81,3.4688407953469502
22,2.0,0.81,2.4122077038830168,0.8476450586903146,7.726808772868034,3.01,3.049382716049383,2.8421052631578947,475.45,159.5,3.4688407953469502
22,3.0,0.74,2.053748910631823,1.0268744553159115,8.23952168220729,2.93,2.9054054054054053,3.0,497.25,120.54,3.4688407953469502
22,4.0,0.77,2.2047181261286,0.9513898475675228,8.146158300480291,2.99,3.012987012987013,2.9130434782608696,2076.31,141.48,3.4688407953469502
22,5.0,0.71,1.9027796951350457,1.1023590630643,8.146158300480291,2.88,2.9014084507042255,2.8275862068965516,452.15,118.27,3.4688407953469502
22,6.0,0.71,1.5046200111321197,0.8024635890307936,3.3447861967092307,2.75,2.7746478873239435,2.689655172413793,498.31,123.68,3.4688407953469502
22,7.0,0.63,1.0870747954823452,1.011236196855681,3.0020319674774365,2.88,2.9206349206349205,2.810810810810811,467.75,150.96,3.4688407953469502
22,8.0,0.84,2.5781494233398634,0.7646741989618911,7.1810409028647895,2.95,3.011904761904762,2.625,455.8,130.11,3.4688407953469502
22,9.0,0.75,2.3263478740408408,1.1631739370204204,14.968488362247689,2.92,2.933333333333333,2.88,497.31,129.13,3.4688407953469502
22,10.0,0.76,1.9016552867489471,0.7998584278776961,4.5770514748462965,2.93,2.986842105263158,2.75,506.62,146.78,3.4688407953469502
22,11.0,0.65,0.9730933129242393,0.6884401356039705,1.954074133595358,2.81,2.8461538461538463,2.742857142857143,460.2,133.04,3.4688407953469502
22,12.0,0.76,1.9016552867489471,0.7998584278776961,4.5770514748462965,2.83,2.8157894736842106,2.875,440.12,117.12,3.4688407953469502
22,13.0,0.7,1.5997168557553925,0.9508276433744735,4.5770514748462965,2.76,2.742857142857143,2.8,699.87,155.54,3.4688407953469502
22,14.0,0.56,0.3597300847472801,0.5923281718150448,1.2374814970191712,2.65,2.6607142857142856,2.6363636363636362,482.74,458.23,3.4688407953469502
22,15.0,0.6,0.5882741304371144,0.547484168354357,1.3799824380904808,2.56,2.5,2.65,489.58,145.46,3.4688407953469502
23,0.0,0.84,2.1113741231497203,-0.34938449873477273,0.4782214402427312,3.51,3.6547619047619047,2.75,418.0,174.35,3.538743509973051
23,1.0,0.74,2.276194290576107,-1.1882507287527873,0.06689108866312947,3.19,3.324324324324324,2.8076923076923075,517.84,228.14,3.538743509973051
23,2.0,0.89,3.0985410882295255,-0.777077329926078,0.09001256245965114,3.45,3.561797752808989,2.5454545454545454,451.6,201.12,3.538743509973051
23,3.0,0.65,1.3382229418107643,-1.081574600346787,0.23518379986288174,3.27,3.3230769230769233,3.1714285714285713,574.83,238.54,3.538743509973051
23,4.0,0.83,2.27508658396021,-0.6131427792720642,0.24784470680873932,3.18,3.3373493975903616,2.411764705882353,1432.09,198.33,3.538743509973051
23,5.0,0.65,1.3382229418107643,-1.081574600346787,0.23518379986288174,3.13,3.3076923076923075,2.8,566.62,248.92,3.538743509973051
23,6.0,0.72,1.7005324877874355,-0.9004198273584515,0.2162774577294767,2.95,3.0694444444444446,2.642857142857143,638.0,228.99,3.538743509973051
23,7.0,0.62,0.8690884361031954,-0.8470073474930027,0.4789666582437871,2.82,3.064516129032258,2.4210526315789473,541.67,259.01,3.538743509973051
23,8.0,0.78,2.004033174387969,-0.7486694840581848,0.22305018618065683,3.22,3.282051282051282,3.0,708.98,243.21,3.538743509973051
23,9.0,0.63,1.0870747954823452,-1.011236196855681,0.333107711987586,3.09,3.365079365079365,2.6216216216216215,522.9,210.37,3.538743509973051
23,10.0,0.86,2.326966808785538,-0.39129019020408434,0.4023152534204892,3.04,3.116279069767442,2.5714285714285716,496.61,214.58,3.538743509973051
23,11.0,0.64,1.1423104651554485,-0.9836183620191292,0.3251080960722086,2.74,3.0,2.2777777777777777,1007.33,247.5,3.538743509973051
23,12.0,0.82,2.466212040073227,-0.8206428905952089,0.13214184138293658,2.96,3.158536585365854,2.0555555555555554,590.82,281.79,3.538743509973051
23,13.0,0.67,1.2031780811677821,-0.8034825197257418,0.3803236963612702,2.75,2.925373134328358,2.393939393939394,674.34,372.87,3.538743509973051
23,14.0,0.6,0.6678562113735509,-0.7463912351281804,0.6074520587646788,2.28,2.4166666666666665,2.075,733.84,228.22,3.538743509973051
23,15.0,0.61,0.7625236626246852,-0.7937249607537475,0.5459466251285026,2.12,2.1475409836065573,2.076923076923077,483.68,237.69,3.538743509973051
24,0.0,0.83,2.13761510186807,-0.48596604366281865,0.3538761258980479,3.5,3.5783132530120483,3.1176470588235294,535.6,266.51,4.287211285040312
24,1.0,0.71,1.4050715603096329,-0.7025357801548164,0.3726509662301445,3.4,3.3943661971830985,3.413793103448276,542.43,246.73,4.287211285040312
24,2.0,0.74,2.276194290576107,-1.1882507287527873,0.06689108866312947,3.23,3.4594594594594597,2.576923076923077,673.38,289.51,4.287211285040312
24,3.0,0.69,1.2313979820798666,-0.6658525745046671,0.44046269871710925,2.91,3.1449275362318843,2.3870967741935485,572.21,270.05,4.287211285040312
24,4.0,0.71,1.6502523507406994,-0.9255598958818195,0.21709778736446164,2.25,2.535211267605634,1.5517241379310345,516.67,260.04,4.287211285040312
24,5.0,0.53,0.18190205013204674,-0.615351537774064,0.8941035289909234,2.04,2.1320754716981134,1.9361702127659575,515.07,223.93,4.287211285040312
24,6.0,0.53,0.2870936823348472,-1.1380047243771767,0.7212900263917439,1.4,1.490566037735849,1.297872340425532,469.9,238.77,4.287211285040312
24,7.0,0.49,-0.0946674512511343,-1.1276530664405229,1.1126583273991288,1.5,1.5510204081632653,1.4509803921568627,404.83,227.58,4.287211285040312
24,8.0,0.72,2.1753786585440635,-1.238658544768809,0.06757269054938898,3.3,3.3055555555555554,3.2857142857142856,650.13,298.0,4.287211285040312
24,9.0,0.72,1.9533151901203527,-1.0770913155716462,0.12197992123278416,3.32,3.3194444444444446,3.3214285714285716,513.27,313.57,4.287211285040312
24,10.0,0.55,0.6703667304372134,-1.4155027060335625,0.3871643802494539,1.42,1.5454545454545454,1.2666666666666666,507.25,239.54,4.287211285040312
